Country Name,Year,Life Ladder,Social Support,Freedom To Make Life Choices,Generosity,Rank
Bulgaria,2021,5.421693325,0.883621037,0.841188073,-0.015801253,31
Ukraine,2021,5.311355114,0.879308522,0.769904315,0.16855143,32
Albania,2021,5.25548172,0.70188278,0.827452719,0.041377552,33
Finland,2022,7.728998184,0.974395156,0.958609104,0.102147363,1
Denmark,2022,7.54496479,0.970306337,0.929547489,0.224115312,2
Iceland,2022,7.448794365,0.984801114,0.935669005,0.221910581,3
Sweden,2022,7.431214333,0.949338436,0.939461946,0.234011218,4
Netherlands,2022,7.38963604,0.928908408,0.868093491,0.224343896,5
Norway,2022,7.294604301,0.92657131,0.939022839,0.184594572,6
Luxembourg,2022,7.227934837,0.877916992,0.915109932,0.023949623,7
Lithuania,2022,7.037577152,0.937096536,0.709662259,-0.190841839,8
Austria,2022,6.998997211,0.876287401,0.855502605,0.139042094,9
Switzerland,2022,6.883844376,0.880787432,0.848361075,0.128131226,10
Ireland,2022,6.869863987,0.906079292,0.895009518,0.140264258,11
Belgium,2022,6.856874466,0.922732711,0.889889002,0.096943997,12
Slovenia,2022,6.723397732,0.941756725,0.930381835,0.101480678,13
United Kingdom,2022,6.721779823,0.8634395,0.857062578,0.309394181,14
Czechia,2022,6.695077419,0.943601012,0.90783453,0.093917415,15
Poland,2022,6.666265011,0.886446774,0.800018609,-0.206587344,16
France,2022,6.613806725,0.865514636,0.798249364,-0.024987714,17
Germany,2022,6.608206749,0.915808022,0.895221889,0.080924116,18
Romania,2022,6.436973572,0.83033675,0.836366534,-0.171969727,19
Estonia,2022,6.357114315,0.933332503,0.903950691,0.13574183,20
Spain,2022,6.336902142,0.933899879,0.781408846,0.00120831,21
Italy,2022,6.258476734,0.869363606,0.710519016,0.028278332,22
Latvia,2022,6.054838181,0.928089976,0.817082405,0.018949265,23
Portugal,2022,5.952542782,0.862344146,0.903218091,-0.137060419,24
Greece,2022,5.90045929,0.875312984,0.562556148,-0.316424966,25
Hungary,2022,5.861183167,0.937058866,0.775502026,-0.008475153,26
Moldova,2022,5.686611652,0.816732645,0.828515828,-0.087219432,27
Croatia,2022,5.578691483,0.90998435,0.593485951,-0.212666839,28
Bulgaria,2022,5.378348827,0.952761054,0.741359413,-0.145212695,29
Albania,2022,5.212213039,0.724089622,0.802249789,-0.065987259,30
North Macedonia,2022,5.166881561,0.849509358,0.72308898,0.071886517,31
Ukraine,2022,4.63743639,0.863068104,0.829034388,0.427582234,32
