LOCATION,BEVERAGE TYPES,TIME,VALUE
Latvia,All types,2006,10.4
Latvia,Beer,2006,4.09
Latvia,Wine,2006,1.06
Latvia,Spirits,2006,4.48
Latvia,Other alcoholic beverages,2006,0.78
Lithuania,All types,2006,13.34
Lithuania,Beer,2006,5.42
Lithuania,Wine,2006,1.98
Lithuania,Spirits,2006,4.92
Lithuania,Other alcoholic beverages,2006,1.01
Luxembourg,All types,2006,12.5
Luxembourg,Beer,2006,4.57
Luxembourg,Wine,2006,5.44
Luxembourg,Spirits,2006,2.49
Luxembourg,Other alcoholic beverages,2006,0.0
Montenegro,All types,2006,10.38
Montenegro,Beer,2006,5.11
Montenegro,Wine,2006,2.87
Montenegro,Spirits,2006,2.2
Montenegro,Other alcoholic beverages,2006,0.21
North Macedonia,All types,2006,3.79
North Macedonia,Beer,2006,1.98
North Macedonia,Wine,2006,0.86
North Macedonia,Spirits,2006,0.92
North Macedonia,Other alcoholic beverages,2006,0.02
Norway,All types,2006,6.47
Norway,Beer,2006,3.01
Norway,Wine,2006,2.05
Norway,Spirits,2006,1.3
Norway,Other alcoholic beverages,2006,0.11
Poland,All types,2006,9.74
Poland,Beer,2006,5.21
Poland,Wine,2006,1.3
Poland,Spirits,2006,3.22
Poland,Other alcoholic beverages,2006,0.0
Portugal,All types,2006,11.81
Portugal,Beer,2006,3.21
Portugal,Wine,2006,6.26
Portugal,Spirits,2006,2.01
Portugal,Other alcoholic beverages,2006,0.33
Romania,All types,2006,9.89
Romania,Beer,2006,4.64
Romania,Wine,2006,3.0
Romania,Spirits,2006,2.25
Romania,Other alcoholic beverages,2006,0.0
Slovakia,All types,2006,10.89
Slovakia,Beer,2006,3.83
Slovakia,Wine,2006,2.15
Slovakia,Spirits,2006,4.31
Slovakia,Other alcoholic beverages,2006,0.6
Slovenia,All types,2006,12.26
Slovenia,Beer,2006,5.7
Slovenia,Wine,2006,5.43
Slovenia,Spirits,2006,1.13
Slovenia,Other alcoholic beverages,2006,0.0
Spain,All types,2006,11.86
Spain,Beer,2006,5.15
Spain,Wine,2006,3.43
Spain,Spirits,2006,3.28
Spain,Other alcoholic beverages,2006,0.0
Sweden,All types,2006,6.81
Sweden,Beer,2006,2.72
Sweden,Wine,2006,2.86
Sweden,Spirits,2006,1.1
Sweden,Other alcoholic beverages,2006,0.13
Switzerland,All types,2006,10.24
Switzerland,Beer,2006,3.21
Switzerland,Wine,2006,5.0
Switzerland,Spirits,2006,1.91
Switzerland,Other alcoholic beverages,2006,0.12
Ukraine,All types,2006,7.42
Ukraine,Beer,2006,3.03
Ukraine,Wine,2006,0.42
Ukraine,Spirits,2006,3.91
Ukraine,Other alcoholic beverages,2006,0.06
Albania,All types,2005,4.98
Albania,Beer,2005,1.65
Albania,Wine,2005,1.02
Albania,Spirits,2005,2.22
