LOCATION,BEVERAGE TYPES,TIME,VALUE
Czechia, Spirits, 2017,3.24
Czechia, Other alcoholic beverages, 2017,0.0
Denmark, All types, 2017,9.3
Denmark, Beer, 2017,3.44
Denmark, Wine, 2017,4.15
Denmark, Spirits, 2017,1.64
Denmark, Other alcoholic beverages, 2017,0.08
Estonia, All types, 2017,13.08
Estonia, Beer, 2017,4.93
Estonia, Wine, 2017,2.17
Estonia, Spirits, 2017,4.64
Estonia, Other alcoholic beverages, 2017,1.34
Finland, All types, 2017,8.37
Finland, Beer, 2017,4.04
Finland, Wine, 2017,1.75
Finland, Spirits, 2017,1.14
Finland, Other alcoholic beverages, 2017,1.44
France, All types, 2017,11.69
France, Beer, 2017,2.3
France, Wine, 2017,6.79
France, Spirits, 2017,2.41
France, Other alcoholic beverages, 2017,0.19
Germany, All types, 2017,10.86
Germany, Beer, 2017,5.66
Germany, Wine, 2017,3.12
Germany, Spirits, 2017,2.08
Germany, Other alcoholic beverages, 2017,0.0
Greece, All types, 2017,6.67
Greece, Beer, 2017,2.05
Greece, Wine, 2017,3.0
Greece, Spirits, 2017,1.52
Greece, Other alcoholic beverages, 2017,0.09
Hungary, All types, 2017,10.79
Hungary, Beer, 2017,3.96
Hungary, Wine, 2017,3.33
Hungary, Spirits, 2017,3.5
Hungary, Other alcoholic beverages, 2017,0.0
Iceland, All types, 2017,7.75
Iceland, Beer, 2017,4.42
Iceland, Wine, 2017,2.14
Iceland, Spirits, 2017,1.19
Iceland, Other alcoholic beverages, 2017,0.0
Ireland, All types, 2017,11.13
Ireland, Beer, 2017,5.05
Ireland, Wine, 2017,3.0
Ireland, Spirits, 2017,2.23
Ireland, Other alcoholic beverages, 2017,0.86
Italy, All types, 2017,7.37
Italy, Beer, 2017,1.88
Italy, Wine, 2017,4.71
Italy, Spirits, 2017,0.79
Italy, Other alcoholic beverages, 2017,0.0
Latvia, All types, 2017,12.6
Latvia, Beer, 2017,5.3
Latvia, Wine, 2017,1.4
Latvia, Spirits, 2017,5.1
Latvia, Other alcoholic beverages, 2017,0.8
Lithuania, All types, 2017,12.14
Lithuania, Beer, 2017,4.79
Lithuania, Wine, 2017,0.83
Lithuania, Spirits, 2017,5.04
Lithuania, Other alcoholic beverages, 2017,1.48
Luxembourg, All types, 2017,11.18
Luxembourg, Beer, 2017,3.98
Luxembourg, Wine, 2017,4.95
Luxembourg, Spirits, 2017,2.24
Luxembourg, Other alcoholic beverages, 2017,0.0
Montenegro, All types, 2017,9.56
Montenegro, Beer, 2017,3.71
Montenegro, Wine, 2017,2.55
Montenegro, Spirits, 2017,3.06
Montenegro, Other alcoholic beverages, 2017,0.23
North Macedonia, All types, 2017,3.77
North Macedonia, Beer, 2017,1.84
North Macedonia, Wine, 2017,1.03
North Macedonia, Spirits, 2017,0.87
North Macedonia, Other alcoholic beverages, 2017,0.04
Norway, All types, 2017,6.0
Norway, Beer, 2017,2.63
Norway, Wine, 2017,2.19
Norway, Spirits, 2017,1.01
Norway, Other alcoholic beverages, 2017,0.17
Poland, All types, 2017,10.53
Poland, Beer, 2017,5.78
Poland, Wine, 2017,0.87
Poland, Spirits, 2017,3.87
Poland, Other alcoholic beverages, 2017,0.0
Portugal, All types, 2017,10.37
Portugal, Beer, 2017,2.62
Portugal, Wine, 2017,6.04
Portugal, Spirits, 2017,1.34
Portugal, Other alcoholic beverages, 2017,0.37
Romania, All types, 2017,10.14
Romania, Beer, 2017,5.28
Romania, Wine, 2017,3.09
Romania, Spirits, 2017,1.77
Romania, Other alcoholic beverages, 2017,0.0
Slovakia, All types, 2017,9.69
Slovakia, Beer, 2017,3.43
Slovakia, Wine, 2017,2.13
Slovakia, Spirits, 2017,4.13
Slovakia, Other alcoholic beverages, 2017,0.0
Slovenia, All types, 2017,10.12
Slovenia, Beer, 2017,4.59
Slovenia, Wine, 2017,4.6
Slovenia, Spirits, 2017,0.93
Slovenia, Other alcoholic beverages, 2017,0.0
Spain, All types, 2017,10.85
Spain, Beer, 2017,4.5
Spain, Wine, 2017,3.87
Spain, Spirits, 2017,2.3
Spain, Other alcoholic beverages, 2017,0.18
Sweden, All types, 2017,7.04
Sweden, Beer, 2017,2.57
Sweden, Wine, 2017,3.36
Sweden, Spirits, 2017,0.99
Sweden, Other alcoholic beverages, 2017,0.12
Switzerland, All types, 2017,9.16
Switzerland, Beer, 2017,3.05
Switzerland, Wine, 2017,4.23
Switzerland, Spirits, 2017,1.76
Switzerland, Other alcoholic beverages, 2017,0.12
Ukraine, All types, 2017,5.13
Ukraine, Beer, 2017,2.43
Ukraine, Wine, 2017,0.29
Ukraine, Spirits, 2017,2.38
Ukraine, Other alcoholic beverages, 2017,0.04
Albania, All types, 2016,4.38
Albania, Beer, 2016,1.52
Albania, Wine, 2016,1.17
Albania, Spirits, 2016,1.61
Albania, Other alcoholic beverages, 2016,0.08
Andorra, All types, 2016,11.18
Andorra, Beer, 2016,3.26
Andorra, Wine, 2016,5.38
Andorra, Spirits, 2016,2.44
Andorra, Other alcoholic beverages, 2016,0.0
Austria, All types, 2016,11.7
Austria, Beer, 2016,6.1
Austria, Wine, 2016,3.7
Austria, Spirits, 2016,1.9
Austria, Other alcoholic beverages, 2016,0.0
Belarus, All types, 2016,9.74
Belarus, Beer, 2016,2.07
Belarus, Wine, 2016,0.8
Belarus, Spirits, 2016,4.51
Belarus, Other alcoholic beverages, 2016,2.37
Belgium, All types, 2016,9.42
Belgium, Beer, 2016,4.46
Belgium, Wine, 2016,3.47
Belgium, Spirits, 2016,1.15
Belgium, Other alcoholic beverages, 2016,0.34
Bosnia and Herzegovina, All types, 2016,5.04
Bosnia and Herzegovina, Beer, 2016,3.85
Bosnia and Herzegovina, Wine, 2016,0.45
Bosnia and Herzegovina, Spirits, 2016,0.57
Bosnia and Herzegovina, Other alcoholic beverages, 2016,0.16
Bulgaria, All types, 2016,11.13
Bulgaria, Beer, 2016,4.37
Bulgaria, Wine, 2016,2.01
Bulgaria, Spirits, 2016,4.61
Bulgaria, Other alcoholic beverages, 2016,0.14
Croatia, All types, 2016,10.0
Croatia, Beer, 2016,4.62
Croatia, Wine, 2016,4.03
Croatia, Spirits, 2016,1.34
Croatia, Other alcoholic beverages, 2016,0.37
Czechia, All types, 2016,12.92
Czechia, Beer, 2016,6.88
Czechia, Wine, 2016,2.76
Czechia, Spirits, 2016,3.28
Czechia, Other alcoholic beverages, 2016,0.0
Denmark, All types, 2016,9.51
Denmark, Beer, 2016,3.56
Denmark, Wine, 2016,4.25
Denmark, Spirits, 2016,1.62
Denmark, Other alcoholic beverages, 2016,0.08
Estonia, All types, 2016,15.61
Estonia, Beer, 2016,5.69
Estonia, Wine, 2016,2.35
Estonia, Spirits, 2016,5.97
Estonia, Other alcoholic beverages, 2016,1.6
Finland, All types, 2016,8.44
Finland, Beer, 2016,4.11
Finland, Wine, 2016,1.74
Finland, Spirits, 2016,1.15
Finland, Other alcoholic beverages, 2016,1.43
France, All types, 2016,11.74
France, Beer, 2016,2.21
France, Wine, 2016,6.9
France, Spirits, 2016,2.43
France, Other alcoholic beverages, 2016,0.2
Germany, All types, 2016,10.96
Germany, Beer, 2016,5.77
Germany, Wine, 2016,3.11
Germany, Spirits, 2016,2.08
Germany, Other alcoholic beverages, 2016,0.0
Greece, All types, 2016,6.68
Greece, Beer, 2016,2.15
Greece, Wine, 2016,2.96
Greece, Spirits, 2016,1.47
Greece, Other alcoholic beverages, 2016,0.09
Hungary, All types, 2016,11.28
Hungary, Beer, 2016,3.93
Hungary, Wine, 2016,3.61
Hungary, Spirits, 2016,3.74
Hungary, Other alcoholic beverages, 2016,0.0
Iceland, All types, 2016,7.49
Iceland, Beer, 2016,4.24
Iceland, Wine, 2016,2.09
Iceland, Spirits, 2016,1.16
Iceland, Other alcoholic beverages, 2016,0.0
Ireland, All types, 2016,11.3
Ireland, Beer, 2016,5.23
Ireland, Wine, 2016,3.03
Ireland, Spirits, 2016,2.18
Ireland, Other alcoholic beverages, 2016,0.86
Italy, All types, 2016,7.1
Italy, Beer, 2016,1.82
Italy, Wine, 2016,4.58
Italy, Spirits, 2016,0.69
Italy, Other alcoholic beverages, 2016,0.0
Latvia, All types, 2016,11.3
Latvia, Beer, 2016,4.8
Latvia, Wine, 2016,1.3
Latvia, Spirits, 2016,4.5
Latvia, Other alcoholic beverages, 2016,0.7
Lithuania, All types, 2016,13.47
Lithuania, Beer, 2016,5.13
Lithuania, Wine, 2016,1.05
Lithuania, Spirits, 2016,5.54
Lithuania, Other alcoholic beverages, 2016,1.74
Luxembourg, All types, 2016,11.25
Luxembourg, Beer, 2016,3.99
Luxembourg, Wine, 2016,5.01
Luxembourg, Spirits, 2016,2.25
Luxembourg, Other alcoholic beverages, 2016,0.0
Montenegro, All types, 2016,9.13
Montenegro, Beer, 2016,3.54
Montenegro, Wine, 2016,2.45
Montenegro, Spirits, 2016,2.93
Montenegro, Other alcoholic beverages, 2016,0.21
North Macedonia, All types, 2016,3.63
North Macedonia, Beer, 2016,1.7
North Macedonia, Wine, 2016,1.04
North Macedonia, Spirits, 2016,0.85
North Macedonia, Other alcoholic beverages, 2016,0.03
Norway, All types, 2016,6.03
Norway, Beer, 2016,2.65
Norway, Wine, 2016,2.21
Norway, Spirits, 2016,1.01
Norway, Other alcoholic beverages, 2016,0.16
Poland, All types, 2016,10.43
Poland, Beer, 2016,5.84
Poland, Wine, 2016,0.83
Poland, Spirits, 2016,3.76
Poland, Other alcoholic beverages, 2016,0.0
Portugal, All types, 2016,10.37
Portugal, Beer, 2016,2.62
Portugal, Wine, 2016,6.04
Portugal, Spirits, 2016,1.34
Portugal, Other alcoholic beverages, 2016,0.37
Romania, All types, 2016,9.57
Romania, Beer, 2016,5.25
Romania, Wine, 2016,2.55
Romania, Spirits, 2016,1.77
Romania, Other alcoholic beverages, 2016,0.0
Slovakia, All types, 2016,9.91
Slovakia, Beer, 2016,3.19
Slovakia, Wine, 2016,2.36
Slovakia, Spirits, 2016,4.37
Slovakia, Other alcoholic beverages, 2016,0.0
Slovenia, All types, 2016,10.51
Slovenia, Beer, 2016,4.35
Slovenia, Wine, 2016,5.32
Slovenia, Spirits, 2016,0.84
Slovenia, Other alcoholic beverages, 2016,0.0
Spain, All types, 2016,10.81
Spain, Beer, 2016,4.31
Spain, Wine, 2016,3.86
Spain, Spirits, 2016,2.46
Spain, Other alcoholic beverages, 2016,0.19
Sweden, All types, 2016,7.15
Sweden, Beer, 2016,2.65
Sweden, Wine, 2016,3.39
Sweden, Spirits, 2016,1.0
Sweden, Other alcoholic beverages, 2016,0.11
Switzerland, All types, 2016,9.28
Switzerland, Beer, 2016,3.05
Switzerland, Wine, 2016,4.34
Switzerland, Spirits, 2016,1.76
Switzerland, Other alcoholic beverages, 2016,0.12
Ukraine, All types, 2016,5.72
Ukraine, Beer, 2016,2.36
Ukraine, Wine, 2016,0.31
Ukraine, Spirits, 2016,3.0
Ukraine, Other alcoholic beverages, 2016,0.04
Albania, All types, 2015,4.33
Albania, Beer, 2015,1.48
Albania, Wine, 2015,1.1
Albania, Spirits, 2015,1.68
Albania, Other alcoholic beverages, 2015,0.08
Andorra, All types, 2015,11.02
Andorra, Beer, 2015,3.16
Andorra, Wine, 2015,5.4
Andorra, Spirits, 2015,2.36
Andorra, Other alcoholic beverages, 2015,0.0
Austria, All types, 2015,11.6
Austria, Beer, 2015,6.1
Austria, Wine, 2015,3.6
Austria, Spirits, 2015,1.9
Austria, Other alcoholic beverages, 2015,0.0
Belarus, All types, 2015,9.79
Belarus, Beer, 2015,2.0
Belarus, Wine, 2015,0.75
Belarus, Spirits, 2015,4.24
Belarus, Other alcoholic beverages, 2015,2.79
Belgium, All types, 2015,10.36
Belgium, Beer, 2015,4.6
Belgium, Wine, 2015,3.97
Belgium, Spirits, 2015,1.47
Belgium, Other alcoholic beverages, 2015,0.32
Bosnia and Herzegovina, All types, 2015,4.9
Bosnia and Herzegovina, Beer, 2015,3.72
Bosnia and Herzegovina, Wine, 2015,0.46
Bosnia and Herzegovina, Spirits, 2015,0.56
Bosnia and Herzegovina, Other alcoholic beverages, 2015,0.15
Bulgaria, All types, 2015,10.89
Bulgaria, Beer, 2015,4.22
Bulgaria, Wine, 2015,1.95
Bulgaria, Spirits, 2015,4.62
Bulgaria, Other alcoholic beverages, 2015,0.1
Croatia, All types, 2015,9.64
Croatia, Beer, 2015,4.55
Croatia, Wine, 2015,3.76
Croatia, Spirits, 2015,1.33
Croatia, Other alcoholic beverages, 2015,0.36
Czechia, All types, 2015,12.76
Czechia, Beer, 2015,6.87
Czechia, Wine, 2015,2.66
Czechia, Spirits, 2015,3.23
Czechia, Other alcoholic beverages, 2015,0.0
Denmark, All types, 2015,9.42
Denmark, Beer, 2015,3.45
Denmark, Wine, 2015,4.26
Denmark, Spirits, 2015,1.65
Denmark, Other alcoholic beverages, 2015,0.07
Estonia, All types, 2015,16.72
Estonia, Beer, 2015,6.0
Estonia, Wine, 2015,2.25
Estonia, Spirits, 2015,6.47
Estonia, Other alcoholic beverages, 2015,2.0
Finland, All types, 2015,8.52
Finland, Beer, 2015,4.13
Finland, Wine, 2015,1.75
Finland, Spirits, 2015,1.18
Finland, Other alcoholic beverages, 2015,1.45
France, All types, 2015,11.87
France, Beer, 2015,2.16
France, Wine, 2015,7.09
France, Spirits, 2015,2.42
France, Other alcoholic beverages, 2015,0.2
Germany, All types, 2015,11.06
Germany, Beer, 2015,5.88
Germany, Wine, 2015,3.11
Germany, Spirits, 2015,2.07
