COUNTRY,YEAR,VALUE,COLOR
Sweden,2005,6.5,#dd8832
Sweden,2006,6.5,#dd8832
Sweden,2007,6.9,#dd8832
Sweden,2008,6.9,#dd8832
Sweden,2009,7.3,#dd8832
Sweden,2010,7.31,#dd8832
Sweden,2011,7.34,#dd8832
Sweden,2012,7.23,#dd8832
Sweden,2013,7.32,#dd8832
Sweden,2014,7.2,#dd8832
Sweden,2015,7.16,#dd8832
Sweden,2016,7.18,#dd8832
Switzerland,2019,10.4,#38a9c8
Switzerland,1966,14.22,#38a9c8
Switzerland,1967,14.19,#38a9c8
Switzerland,1968,14.23,#38a9c8
Switzerland,1969,14.65,#38a9c8
Switzerland,1970,14.79,#38a9c8
Switzerland,1971,14.77,#38a9c8
Switzerland,1972,15.02,#38a9c8
Switzerland,1973,15.63,#38a9c8
Switzerland,1974,15.24,#38a9c8
Switzerland,1975,14.28,#38a9c8
Switzerland,1976,13.96,#38a9c8
Switzerland,1977,14.04,#38a9c8
Switzerland,1978,14.16,#38a9c8
Switzerland,1979,14.06,#38a9c8
Switzerland,1980,14.25,#38a9c8
Switzerland,1981,14.58,#38a9c8
Switzerland,1982,14.71,#38a9c8
Switzerland,1983,14.41,#38a9c8
Switzerland,1984,14.33,#38a9c8
Switzerland,1985,14.37,#38a9c8
Switzerland,1986,14.07,#38a9c8
Switzerland,1987,14.02,#38a9c8
Switzerland,1988,14.03,#38a9c8
Switzerland,1989,13.86,#38a9c8
Switzerland,1990,12.99,#38a9c8
Switzerland,1991,12.9,#38a9c8
Switzerland,1992,12.33,#38a9c8
Switzerland,1993,12.33,#38a9c8
Switzerland,1994,11.79,#38a9c8
Switzerland,1995,11.45,#38a9c8
Switzerland,1996,11.33,#38a9c8
Switzerland,1997,11.21,#38a9c8
Switzerland,1998,11.07,#38a9c8
Switzerland,1999,11.05,#38a9c8
Switzerland,2000,11.26,#38a9c8
Switzerland,2001,11.12,#38a9c8
Switzerland,2002,10.85,#38a9c8
Switzerland,2003,10.82,#38a9c8
Switzerland,2004,10.55,#38a9c8
Switzerland,2005,10.15,#38a9c8
Switzerland,2006,10.24,#38a9c8
Switzerland,2007,10.44,#38a9c8
Switzerland,2008,10.29,#38a9c8
Switzerland,2009,10.15,#38a9c8
Switzerland,2010,10.01,#38a9c8
Switzerland,2011,9.99,#38a9c8
Switzerland,2012,9.87,#38a9c8
Switzerland,2013,9.74,#38a9c8
Switzerland,2014,9.62,#38a9c8
Switzerland,2015,9.62,#38a9c8
Switzerland,2016,9.43,#38a9c8
Ukraine,2019,8.7,#c89232
Ukraine,1975,7.48,#c89232
Ukraine,1980,7.67,#c89232
Ukraine,1981,7.48,#c89232
Ukraine,1982,6.96,#c89232
Ukraine,1983,6.99,#c89232
Ukraine,1984,7.08,#c89232
Ukraine,1985,6.62,#c89232
Ukraine,1986,4.39,#c89232
Ukraine,1987,4.01,#c89232
Ukraine,1988,4.43,#c89232
Ukraine,1989,5.32,#c89232
Ukraine,1990,5.67,#c89232
Ukraine,1991,5.86,#c89232
Ukraine,1992,5.54,#c89232
Ukraine,1993,5.47,#c89232
Ukraine,1994,4.21,#c89232
Ukraine,1995,3.72,#c89232
Ukraine,1996,3.26,#c89232
Ukraine,1997,3.98,#c89232
Ukraine,1998,3.74,#c89232
Ukraine,1999,3.93,#c89232
Ukraine,2000,4.49,#c89232
Ukraine,2001,4.31,#c89232
Ukraine,2002,4.89,#c89232
Ukraine,2003,5.92,#c89232
Ukraine,2004,6.79,#c89232
Ukraine,2005,7.34,#c89232
Ukraine,2006,8.04,#c89232
Ukraine,2007,8.92,#c89232
Ukraine,2008,9.53,#c89232
Ukraine,2009,9.41,#c89232
Ukraine,2010,8.81,#c89232
Ukraine,2011,8.77,#c89232
Ukraine,2012,8.18,#c89232
Ukraine,2013,7.11,#c89232
Ukraine,2014,6.22,#c89232
Ukraine,2015,5.75,#c89232
Ukraine,2016,5.82,#c89232
United Kingdom,1961,7.14,#89a731
United Kingdom,1962,7.09,#89a731
United Kingdom,1963,7.18,#89a731
United Kingdom,1964,7.53,#89a731
United Kingdom,1965,7.4,#89a731
United Kingdom,1966,7.56,#89a731
United Kingdom,1967,7.68,#89a731
United Kingdom,1968,7.91,#89a731
United Kingdom,1969,8.11,#89a731
United Kingdom,1970,8.46,#89a731
United Kingdom,1971,8.83,#89a731
United Kingdom,1972,9.14,#89a731
United Kingdom,1973,10.04,#89a731
United Kingdom,1974,10.39,#89a731
United Kingdom,1975,10.4,#89a731
United Kingdom,1976,10.81,#89a731
United Kingdom,1977,10.28,#89a731
United Kingdom,1978,10.89,#89a731
United Kingdom,1979,11.24,#89a731
United Kingdom,1980,10.71,#89a731
United Kingdom,1981,10.27,#89a731
United Kingdom,1982,9.91,#89a731
United Kingdom,1983,10.1,#89a731
United Kingdom,1984,10.16,#89a731
United Kingdom,1985,10.24,#89a731
United Kingdom,1986,10.26,#89a731
United Kingdom,1987,9.53,#89a731
United Kingdom,1988,9.94,#89a731
United Kingdom,1989,9.99,#89a731
United Kingdom,1990,9.96,#89a731
United Kingdom,1991,10.01,#89a731
United Kingdom,1992,9.65,#89a731
United Kingdom,1993,9.45,#89a731
United Kingdom,1994,9.41,#89a731
United Kingdom,1995,9.7,#89a731
United Kingdom,1996,9.75,#89a731
United Kingdom,1997,9.97,#89a731
United Kingdom,1998,10.14,#89a731
United Kingdom,1999,10.16,#89a731
United Kingdom,2000,10.82,#89a731
United Kingdom,2001,11.29,#89a731
United Kingdom,2002,11.31,#89a731
United Kingdom,2003,11.25,#89a731
United Kingdom,2004,11.55,#89a731
United Kingdom,2005,11.37,#89a731
United Kingdom,2006,10.96,#89a731
United Kingdom,2007,11.14,#89a731
United Kingdom,2008,10.78,#89a731
United Kingdom,2009,10.14,#89a731
United Kingdom,2010,10.22,#89a731
United Kingdom,2011,10.02,#89a731
United Kingdom,2012,9.76,#89a731
United Kingdom,2013,9.65,#89a731
United Kingdom,2014,9.69,#89a731
United Kingdom,2015,9.82,#89a731
United Kingdom,2016,9.81,#89a731
United Kingdom,2019,10.82,#89a731
